-808.0,592.0,-24.0,-817.47199999999998,564.86400000000003,-42.688000000000002,21.759623526155043,19.95568851230145,8.9339048573398188
-840.0,536.0,0.0,-833.47199999999998,545.40800000000002,-48.192,21.235659066767859,12.921978795834637,10.683591905347191
-736.0,752.0,344.0,-793.98400000000004,607.87199999999996,-17.536000000000001,46.147239830785111,47.030028875177187,54.650678897887445
-824.0,592.0,-8.0,-807.36000000000001,587.26400000000001,-26.111999999999998,18.620590753249477,11.043292262726728,8.2918909785404207
-512.0,536.0,1024.0,-618.17600000000004,385.08800000000002,312.63999999999999,323.30354935261693,390.25616235493317,370.31978397055701
-136.0,488.0,880.0,-340.54399999999998,475.13600000000002,735.87199999999996,288.83671522851796,143.87157295310288,168.55218662479584
-176.0,632.0,760.0,-749.12,283.584,449.08800000000002,285.21749174971717,185.27822037141871,129.15615454170197
32.0,720.0,912.0,-68.799999999999997,651.072,762.43200000000002,93.984168879657602,74.901767776201382,54.109568248138892
-552.0,576.0,544.0,-857.47199999999998,233.72800000000001,-110.27200000000001,159.9052007159242,170.00279414174344,378.49735271993649
104.0,664.0,800.0,-416.0,522.11199999999997,517.31200000000001,421.76194233240153,171.62308544015866,287.88787861943757
-384.0,504.0,832.0,-659.77599999999995,323.072,462.59199999999998,369.500351588466,192.954385324615,254.91784075658575
-200.0,560.0,840.0,-217.28,550.01599999999996,796.99199999999996,139.50458630453696,67.113513870158812,47.384469354420339
-168.0,680.0,768.0,-660.03200000000004,365.88799999999998,423.23200000000003,376.26152470854629,237.70022182572737,218.70642006123185
80.0,656.0,792.0,-90.751999999999995,659.26400000000001,746.36800000000005,135.48175705976064,60.53919642677792,45.492071572967525
-112.0,608.0,824.0,-486.33600000000001,360.31999999999999,506.75200000000001,444.97872208005634,310.63314955104198,283.15769898768428
-232.0,552.0,832.0,-381.05599999999998,442.36799999999999,722.36800000000005,278.42857048801579,182.44216775734714,170.38617483821861
-408.0,376.0,808.0,-804.096,239.232,388.86399999999998,221.43587510609026,117.08425246804116,259.16028535252076
-352.0,520.0,856.0,-357.24799999999999,480.89600000000002,728.51199999999994,228.40940982367604,122.09254352334544,187.06660272747777
48.0,616.0,816.0,-638.27200000000005,305.27999999999997,397.18400000000003,462.92353365971792,252.82916287485509,239.09216244787282
48.0,616.0,816.0,-34.368000000000002,620.67200000000003,791.42399999999998,40.578523580830293,15.386111139595997,11.185178764776181
-352.0,408.0,824.0,-619.26400000000001,333.88799999999998,506.43200000000002,329.37172055900612,248.22213329193673,261.82419555113694
-280.0,512.0,840.0,-309.24799999999999,522.62400000000002,789.63199999999995,42.163615784227993,36.073184278630023,20.615154037746116
-312.0,560.0,800.0,-827.00800000000004,289.536,322.68799999999999,218.34616537965579,169.45109236590952,197.2533159569187
-240.0,536.0,848.0,-171.96799999999999,576.0,788.28800000000001,155.58261784659621,84.736580058437568,46.323180547108379
-816.0,152.0,392.0,-921.40800000000002,245.44,238.01599999999999,47.507489262220538,99.553434898048607,55.200287535483
-360.0,384.0,880.0,-366.07999999999998,435.64800000000002,815.48800000000006,102.36699468090289,55.115334490502732,37.751104036835798
-272.0,488.0,848.0,-647.29600000000005,306.56,550.65599999999995,284.40964889398532,127.04282112736635,270.68621254877388
-184.0,536.0,792.0,-407.16800000000001,630.46400000000006,421.88799999999998,407.26939950848259,276.45239862225827,250.56254200498526
-472.0,88.0,856.0,-471.93599999999998,134.65600000000001,754.30399999999997,222.19961274493707,367.62935908874306,65.132507889685925
-440.0,176.0,904.0,-311.23200000000003,349.24799999999999,774.20799999999997,261.89497546917545,369.7698020336436,90.58806067026714
-184.0,520.0,848.0,-285.56799999999998,538.048,756.096,199.12441682526028,191.93039805096015,60.518218612249321
-352.0,312.0,888.0,-425.66399999999999,329.21600000000001,825.15200000000004,99.670091321318665,128.1761028585282,28.019723339105258
-608.0,672.0,176.0,-688.19200000000001,717.18399999999997,-14.336,88.793305693616333,84.701866236819129,97.209953729029209
-112.0,912.0,424.0,-374.59199999999998,836.928,279.80799999999999,304.5537087871366,211.99555376469573,77.678073714530285
-760.0,624.0,-24.0,-767.80799999999999,631.74400000000003,-62.911999999999999,31.262935498765948,26.250456453174298,17.390579518808451
64.0,784.0,664.0,-346.94400000000002,698.81600000000003,524.28800000000001,359.59733712028515,90.528084835591216,95.762607817456598
-536.0,776.0,344.0,-568.25599999999997,768.44799999999998,321.85599999999999,23.294945031057704,11.986296175216095,9.2819859943871919
-872.0,480.0,-32.0,-869.24800000000005,483.13600000000002,-59.072000000000003,16.905694188645434,11.83982702576351,9.3176615091985404
-88.0,984.0,320.0,-98.560000000000002,990.20799999999997,289.72800000000001,33.920000000000002,12.714272924552155,13.138874228791446
64.0,968.0,384.0,71.040000000000006,981.82399999999996,339.77600000000001,27.612866566149918,11.77391285851904,12.458484016925976
-352.0,832.0,464.0,-331.392,869.82399999999996,422.72000000000003,24.270771227960598,18.027562896853251,25.427418272408229
-104.0,992.0,344.0,-57.472000000000001,986.43200000000002,315.904,17.913827508380223,8.5401039806316188,9.8949878221248966
-768.0,448.0,504.0,-666.17600000000004,672.63999999999999,275.96800000000002,81.787242428144012,153.2248752650822,90.28664893548769
-808.0,584.0,-32.0,-811.84000000000003,576.0,-48.704000000000001,15.165434382173165,9.7060805683859854,6.9386154238435784
-752.0,672.0,-16.0,-735.42399999999998,675.20000000000005,-37.951999999999998,25.139375966797584,12.227182831707392,9.5413676168566113
-128.0,784.0,592.0,-49.216000000000001,870.52800000000002,534.976,62.731884588301668,29.265290294135134,22.192778645316139
48.0,824.0,560.0,13.952,886.78399999999999,517.24800000000005,85.422044555255169,23.559824787124374,31.712371339904561
-904.0,568.0,504.0,-441.47199999999998,817.024,378.49599999999998,174.40259521004842,122.6730590798159,48.004437128248888
-384.0,728.0,608.0,-596.928,451.71199999999999,354.81599999999997,339.65521756039607,437.08245109590024,130.36320855210644
-328.0,672.0,648.0,-161.85599999999999,857.66399999999999,494.14400000000001,188.58329529414848,76.675205275238753,64.407788845759953
-432.0,648.0,648.0,-497.98399999999998,712.96000000000004,490.30399999999997,209.41220533674726,106.13488776081124,104.01140122121228
-456.0,712.0,536.0,-601.15200000000004,791.93600000000004,97.727999999999994,74.048746755093703,103.88668780936275,157.83035834718237
448.0,944.0,896.0,-587.51999999999998,565.18399999999997,464.83199999999999,261.06862239648791,234.70261639785784,269.96665678561118
